"","file_id","genus","species","english_cname","who_provided_recording","country","latitude","longitute","type","license","fill"
"89",44707,"Fulica","atra","Eurasian Coot","Stuart Fisher","UK",51.5031,-0.1334,"Call","http://creativecommons.org/licenses/by-nc-nd/2.5/","darkslategray1"
"90",27080,"Gallinago","gallinago","Common Snipe","Patrik berg","Sweden",58.3714,14.1395,"Both","http://creativecommons.org/licenses/by-nc-sa/3.0/","grey"
"91",135270,"Gallinago","gallinago","Common Snipe","Jelmer Poelstra","Sweden",60.0947,17.5442,"Song","http://creativecommons.org/licenses/by-nc-sa/3.0/","grey"
"92",89530,"Gallinula","chloropus","Common Moorhen","Herman van der Meer","Netherlands",52.106,4.405,"Call","http://creativecommons.org/licenses/by-nc-nd/2.5/","grey"
"93",26789,"Gallinula","chloropus","Common Moorhen","Patrik berg","Sweden",58.5731,14.2489,"Song","http://creativecommons.org/licenses/by-nc-sa/3.0/","grey"
"94",82701,"Gallinula","chloropus","Common Moorhen","Christoph Bock","Germany",53.4982171508,13.5332336431,"Call","http://creativecommons.org/licenses/by-nc-nd/2.5/","grey"
"95",127136,"Garrulus","glandarius","Eurasian Jay","Hemprich,M.","Germany",47.6773,9.3935,"Song","http://creativecommons.org/licenses/by-nc-sa/3.0/","grey"
"96",142908,"Garrulus","glandarius","Eurasian Jay","Matthias Hemprich","Germany",47.6525,9.4569,"Song","http://creativecommons.org/licenses/by-nc-sa/3.0/","grey"
"97",46223,"Garrulus","glandarius","Eurasian Jay","Ruud van Beusekom","Netherlands",52.3048,5.2028,"Song","http://creativecommons.org/licenses/by-nc-nd/2.5/","grey"
"98",58571,"Gavia","stellata","Red-throated Loon","Patrik berg","Sweden",59.793,14.482,"Both","http://creativecommons.org/licenses/by-nc-sa/3.0/","grey"
"99",58573,"Gavia","stellata","Red-throated Loon","Patrik berg","Sweden",59.793,14.482,"Both","http://creativecommons.org/licenses/by-nc-sa/3.0/","grey"
"100",58579,"Gavia","stellata","Red-throated Loon","Patrik berg","Sweden",59.793,14.482,"Both","http://creativecommons.org/licenses/by-nc-sa/3.0/","grey"
"101",53817,"Haematopus","ostralegus","Eurasian Oystercatcher","Niels Krabbe","Sweden",56.4334,12.5667,"Song","http://creativecommons.org/licenses/by-nc-sa/3.0/","grey"
"102",25754,"Haematopus","ostralegus","Eurasian Oystercatcher","Niels Krabbe","Denmark",55.8334,10.6001,"Song","http://creativecommons.org/licenses/by-nc-sa/3.0/","grey"
"103",76241,"Haematopus","ostralegus","Eurasian Oystercatcher","Volker Arnold","Germany",54.068,8.976,"Song","http://creativecommons.org/licenses/by-nc-nd/2.5/","grey"
"104",157322,"Hirundo","rustica","Barn Swallow","david m","UK",54.12,-0.5445,"Song","http://creativecommons.org/licenses/by-nc-nd/3.0/","darkslategray1"
"105",157331,"Hirundo","rustica","Barn Swallow","david m","UK",54.12,-0.5445,"Song","http://creativecommons.org/licenses/by-nc-nd/3.0/","darkslategray1"
"106",157279,"Hirundo","rustica","Barn Swallow","david m","UK",54.12,-0.5445,"Song","http://creativecommons.org/licenses/by-nc-nd/3.0/","darkslategray1"
"107",108002,"Jynx","torquilla","Eurasian Wryneck","Jelmer Poelstra","Sweden",59.9128,17.6201,"Song","http://creativecommons.org/licenses/by-nc-nd/2.5/","grey"
"108",133471,"Jynx","torquilla","Eurasian Wryneck","Lars Lachmann","Germany",52.5245,13.0124,"Song","http://creativecommons.org/licenses/by-nc-sa/3.0/","grey"
"109",130283,"Lagopus","lagopus","Willow Ptarmigan","Stein . Nilsen","Norway",69.5778,18.6401,"Both","http://creativecommons.org/licenses/by-nc-sa/3.0/","grey"
"110",149806,"Lagopus","lagopus","Willow Ptarmigan","Jens Kirkeby","Norway",69.6365,18.8518,"Song","http://creativecommons.org/licenses/by-nc-sa/3.0/","grey"
"111",71943,"Lagopus","lagopus","Willow Ptarmigan","Richard Dunn","UK",54.813,-2.254,"Song","http://creativecommons.org/licenses/by-nc-nd/2.5/","darkslategray1"
"112",126481,"Larus","argentatus","European Herring Gull","Stein . Nilsen","Norway",69.5667,18.6001,"Both","http://creativecommons.org/licenses/by-nc-sa/3.0/","grey"
"113",154285,"Larus","argentatus","European Herring Gull","Fernand Deroussen","France",48.6869,-2.3157,"Both","http://creativecommons.org/licenses/by-nc-nd/3.0/","grey"
"114",125486,"Larus","argentatus","European Herring Gull","Stein . Nilsen","Norway",69.5778,18.6401,"Both","http://creativecommons.org/licenses/by-nc-sa/3.0/","grey"
"115",102060,"Linaria","cannabina","Common Linnet","Richard Dunn","UK",55.01,-1.898,"Song","http://creativecommons.org/licenses/by-nc-nd/2.5/","darkslategray1"
"116",125782,"Linaria","cannabina","Common Linnet","david m","UK",54.1246,-0.5465,"Both","http://creativecommons.org/licenses/by-nc-nd/3.0/","darkslategray1"
"117",145534,"Linaria","cannabina","Common Linnet","Patrik berg","UK",52.9382,1.1089,"Both","http://creativecommons.org/licenses/by-nc-sa/3.0/","darkslategray1"
"118",83760,"Locustella","fluviatilis","River Warbler","Kamil Cihak","Czech Republic",NA,NA,"Song","http://creativecommons.org/licenses/by-nc-nd/2.5/","grey"
"119",110303,"Locustella","fluviatilis","River Warbler","Patrik berg","Sweden",58.6333,14.0843,"Song","http://creativecommons.org/licenses/by-nc-sa/3.0/","grey"
"120",94211,"Loxia","curvirostra","Red Crossbill","Richard Dunn","UK",55.212,-2.043,"Song","http://creativecommons.org/licenses/by-nc-nd/2.5/","darkslategray1"
"121",94212,"Loxia","curvirostra","Red Crossbill","Richard Dunn","UK",55.212,-2.043,"Song","http://creativecommons.org/licenses/by-nc-nd/2.5/","darkslategray1"
"122",99862,"Loxia","curvirostra","Red Crossbill","Tony Whitehead","UK",50.651,-3.582,"Both","http://creativecommons.org/licenses/by-nc-nd/2.5/","darkslategray1"
"123",123808,"Luscinia","megarhynchos","Common Nightingale","david m","UK",51.9001,-0.5289,"Song","http://creativecommons.org/licenses/by-nc-nd/3.0/","darkslategray1"
"124",123810,"Luscinia","megarhynchos","Common Nightingale","david m","UK",51.9001,-0.5289,"Song","http://creativecommons.org/licenses/by-nc-nd/3.0/","darkslategray1"
"125",132580,"Luscinia","megarhynchos","Common Nightingale","Kieran Nixon","UK",52.9515,1.0895,"Song","http://creativecommons.org/licenses/by-nc-sa/3.0/","darkslategray1"
"126",141026,"Merops","apiaster","European Bee-eater","Fernand DEROUSSEN","France",43.5722,4.5868,"Song","http://creativecommons.org/licenses/by-nc-nd/3.0/","grey"
"127",69792,"Motacilla","flava","Western Yellow Wagtail","Louis A. hansen","Denmark",54.5667,11.96242,"Song","http://creativecommons.org/licenses/by-nc-nd/2.5/","grey"
"128",36637,"Motacilla","flava","Western Yellow Wagtail","Rob van Bemmelen","Sweden",65.957,16.2078,"Song","http://creativecommons.org/licenses/by-nc-nd/2.5/","grey"
"129",139372,"Muscicapa","striata","Spotted Flycatcher","Mats Rellmar","Sweden",56.0673,13.0125,"Song","http://creativecommons.org/licenses/by-nc-sa/3.0/","grey"
"130",27152,"Oriolus","oriolus","Eurasian Golden Oriole","Patrik berg","Sweden",58.4834,14.5014,"Song","http://creativecommons.org/licenses/by-nc-sa/3.0/","grey"
"131",80356,"Oriolus","oriolus","Eurasian Golden Oriole","Niels Krabbe","Sweden",55.6501,13.5667,"Song","http://creativecommons.org/licenses/by-nc-nd/2.5/","grey"
"132",122555,"Parus","major","Great Tit","Ashley Fisher","UK",49.9222,-6.2917,"Song","http://creativecommons.org/licenses/by-nc-sa/3.0/","darkslategray1"
"133",94652,"Parus","major","Great Tit","Richard Dunn","UK",55.129,-1.873,"Song","http://creativecommons.org/licenses/by-nc-nd/2.5/","darkslategray1"
"134",71454,"Parus","major","Great Tit","Richard Dunn","UK",55.219,-1.765,"Song","http://creativecommons.org/licenses/by-nc-nd/2.5/","darkslategray1"
"135",134291,"Passer","domesticus","House Sparrow","Lars Lachmann","Germany",52.7877,9.1168,"Both","http://creativecommons.org/licenses/by-nc-sa/3.0/","grey"
"136",29766,"Passer","domesticus","House Sparrow","Stuart Fisher","UK",52.7601,0.2973,"Both","http://creativecommons.org/licenses/by-nc-nd/2.5/","darkslategray1"
"137",143465,"Passer","montanus","Eurasian Tree Sparrow","Buhl Johannes","Germany",48.2976,10.9317,"Song","http://creativecommons.org/licenses/by-nc-sa/3.0/","grey"
"138",90122,"Passer","montanus","Eurasian Tree Sparrow","Volker Arnold","Germany",54.191,9.106,"Both","http://creativecommons.org/licenses/by-nc-nd/2.5/","grey"
"139",46209,"Perdix","perdix","Grey Partridge","Matthias Feuersenger","Germany",49.5863,8.4318,"Song","http://creativecommons.org/licenses/by-nc-nd/2.5/","grey"
"140",46211,"Perdix","perdix","Grey Partridge","Matthias Feuersenger","Germany",49.5863,8.4318,"Both","http://creativecommons.org/licenses/by-nc-nd/2.5/","grey"
"141",42430,"Perdix","perdix","Grey Partridge","Patrik berg","Sweden",56.4451,16.5662,"Song","http://creativecommons.org/licenses/by-nc-sa/3.0/","grey"
"142",95058,"Periparus","ater","Coal Tit","Richard Dunn","UK",55.31,-2.114,"Song","http://creativecommons.org/licenses/by-nc-nd/2.5/","darkslategray1"
"143",98842,"Periparus","ater","Coal Tit","Tony Whitehead","UK",50.596,-3.727,"Song","http://creativecommons.org/licenses/by-nc-nd/2.5/","darkslategray1"
"144",132149,"Periparus","ater","Coal Tit","Paul Driver","UK",51.721,-0.145,"Song","http://creativecommons.org/licenses/by-nc-sa/3.0/","darkslategray1"
"145",113089,"Pernis","apivorus","European Honey Buzzard","Simon Elliott","UK",57.4749,-4.2203,"Call","http://creativecommons.org/licenses/by-nc-sa/3.0/","darkslategray1"
"146",145738,"Pernis","apivorus","European Honey Buzzard","OREVER","France",44.1686,6.6018,"Call","http://creativecommons.org/licenses/by-nc-sa/3.0/","grey"
"147",153129,"Phasianus","colchicus","Common Pheasant","Patrik berg","Sweden",58.5731,14.2489,"Song","http://creativecommons.org/licenses/by-nc-sa/3.0/","grey"
"148",149146,"Phasianus","colchicus","Common Pheasant","Fernand DEROUSSEN","France",48.3941,2.577,"Song","http://creativecommons.org/licenses/by-nc-nd/3.0/","grey"
"149",76760,"Phoenicurus","phoenicurus","Common Redstart","Richard Dunn","UK",55.2189,-1.7648,"Song","http://creativecommons.org/licenses/by-nc-nd/2.5/","darkslategray1"
